Customer ID,Initial Device Inquiry,Initial Issue Category,Secondary Devices Owned,Probing Question/Statement Used,HomeTech Protection Offer Presented,HomeTech Protection Offer Accepted
596,Phone,Battery Problem,"Smart Speaker, Smart TV, Laptop",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,False,False
597,Smart Watch,Other,"Smart Security Camera, Smart TV, Printer, Smart Headphones, Desktop",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,False
598,Tablet,Software Issue,"Desktop, Laptop, Gaming System, Fitness Tracker, Smart Headphones, Smart TV, Smart Speaker, Printer, Sound Bar, Smart Thermostat, Smart Security Camera","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",True,False
599,Smart Watch,Other,"Gaming System, Smart Thermostat, Smart TV, Fitness Tracker, Desktop, Sound Bar, Smart Security Camera, Printer, Smart Headphones, Laptop","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",True,False
600,Phone,Battery Problem,"Smart Thermostat, Fitness Tracker, Desktop, Laptop, Sound Bar, Smart TV, Smart Security Camera, Printer, Smart Headphones, Smart Speaker",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,True,True
601,Smart Watch,Software Issue,"Gaming System, Smart Thermostat, Smart Headphones, Laptop, Smart Speaker","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
602,Tablet,Battery Problem,"Smart Headphones, Desktop, Fitness Tracker, Smart Speaker, Smart TV, Sound Bar",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,False
603,Tablet,Software Issue,"Smart Headphones, Gaming System, Smart TV, Laptop, Sound Bar, Smart Thermostat, Smart Security Camera","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",True,False
604,Phone,Phone Setup/Restore,"Fitness Tracker, Printer, Smart Security Camera, Gaming System, Sound Bar, Laptop, Smart Speaker, Smart Headphones","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
605,Tablet,Other,"Fitness Tracker, Smart TV, Sound Bar, Gaming System, Laptop, Printer, Smart Headphones, Smart Speaker, Smart Thermostat","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",True,False
606,Smart Watch,App Issue,"Smart Security Camera, Smart Headphones, Desktop, Fitness Tracker, Smart TV, Sound Bar, Gaming System, Laptop, Printer","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
607,Smart Watch,Other,"Sound Bar, Smart Speaker, Desktop","With so many smart devices in a home these days, it makes sense to have one plan to cover them all. Have you considered HomeTech Protection?",True,False
608,Tablet,Software Issue,"Smart Thermostat, Smart Security Camera, Laptop, Smart Headphones",Protecting your smart home setup is important. HomeTech Protection offers comprehensive coverage for all your smart devices. Interested?,False,False
609,Phone,Connectivity Issue,"Sound Bar, Smart Headphones, Laptop, Smart Thermostat",HomeTech Protection covers your phone and your smart home audio too. It's a great way to protect your entertainment setup. Want to learn more?,True,True
610,Tablet,Software Issue,"Smart Speaker, Desktop, Smart Security Camera, Smart Headphones, Printer, Sound Bar, Gaming System, Smart Thermostat, Laptop","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",True,True
611,Tablet,Software Issue,"Gaming System, Smart Thermostat, Laptop, Smart TV, Fitness Tracker","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",True,False
612,Smart Watch,App Issue,"Laptop, Smart Thermostat, Smart Security Camera, Desktop, Printer, Smart TV, Smart Headphones, Sound Bar, Gaming System, Smart Speaker","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
613,Phone,App Issue,"Laptop, Smart Security Camera, Sound Bar",HomeTech Protection covers your phone and your smart home audio too. It's a great way to protect your entertainment setup. Want to learn more?,False,False
614,Tablet,Connectivity Issue,"Fitness Tracker, Desktop, Smart Speaker, Smart Headphones, Smart TV, Smart Security Camera",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,False,False
615,Tablet,Connectivity Issue,"Sound Bar, Laptop, Fitness Tracker, Gaming System","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",True,False
616,Phone,App Issue,"Sound Bar, Laptop, Smart Thermostat, Desktop, Smart Security Camera, Smart Headphones, Fitness Tracker, Smart Speaker, Printer, Gaming System","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",True,False
617,Smart Watch,Network Issue,"Printer, Desktop, Gaming System, Sound Bar, Smart TV, Smart Headphones, Fitness Tracker, Laptop, Smart Thermostat","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
618,Tablet,Phone Setup/Restore,"Gaming System, Printer, Smart Headphones, Sound Bar, Smart TV, Smart Speaker, Smart Security Camera, Fitness Tracker, Smart Thermostat, Laptop","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",True,True
619,Smart Watch,Warranty Claim,"Smart TV, Sound Bar, Smart Security Camera, Printer, Desktop",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,False
620,Tablet,Warranty Claim,Smart Headphones,Many of our customers protect all their devices under one plan. Would you be interested in learning more about HomeTech Protection?,False,False
621,Phone,Connectivity Issue,"Printer, Smart Speaker, Gaming System, Smart Thermostat, Smart Security Camera, Smart Headphones",We can protect your phone and your smart speakers or sound bars at home under one plan. It's a really convenient way to go. What other devices do you have?,True,False
622,Tablet,Phone Setup/Restore,"Smart Speaker, Smart Security Camera, Gaming System, Smart Thermostat, Fitness Tracker","I see you have some smart home devices. HomeTech Protection can cover your smart thermostat and security cameras, along with all your other tech. Have you considered it?",True,True
623,Phone,Battery Problem,"Sound Bar, Desktop, Smart TV, Laptop, Smart Thermostat, Smart Security Camera",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,True,False
624,Smart Watch,Software Issue,"Fitness Tracker, Smart Security Camera, Smart Speaker, Gaming System, Smart Headphones","We can protect all your wearable tech, including your Smart Watch and Fitness Tracker, under one plan. It's very convenient. Interested?",True,False
625,Phone,Phone Setup/Restore,"Desktop, Smart Security Camera, Smart TV, Printer, Smart Thermostat, Smart Headphones",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,False,False
626,Phone,Warranty Claim,None,"While we're discussing your {initial_device}, have you considered protecting it against accidental damage?",False,False
627,Tablet,App Issue,"Sound Bar, Fitness Tracker",Are you worried about accidental damage to your laptop or desktop? We can protect those under HomeTech Protection.,False,False
628,Smart Watch,Phone Setup/Restore,"Smart Headphones, Sound Bar, Smart Speaker","Thinking about your tech at home, what's the one device you'd be most upset to lose or have damaged?",False,False
629,Phone,Battery Problem,"Smart TV, Smart Headphones, Fitness Tracker, Smart Speaker, Smart Thermostat, Desktop, Gaming System, Printer",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,False,False
630,Phone,Network Issue,Gaming System,Do you use smart headphones or a smart speaker? HomeTech Protection can cover those as well.,True,False
631,Tablet,Slow Performance,"Laptop, Smart TV, Smart Speaker, Fitness Tracker, Smart Security Camera, Sound Bar, Gaming System","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
632,Phone,Phone Setup/Restore,Smart Security Camera,"I see you have some smart home devices. HomeTech Protection can cover your smart thermostat and security cameras, along with all your other tech. Have you considered it?",False,False
